model,pred,test_days,acc,test_n,test_pos_n,train_n,test_start,test_end,train_years,feature_set,horizon
xgboost,0.05,1,0.0,1,1,1470,2025-10-17,2025-10-17,6,ma,10
random_forest,0.3,1,0.0,1,1,1470,2025-10-17,2025-10-17,6,ma,10
xgboost,0.3,1,0.0,1,1,1470,2025-10-16,2025-10-16,6,ma,10
random_forest,0.4,1,0.0,1,1,1470,2025-10-16,2025-10-16,6,ma,10
xgboost,0.15,1,0.0,1,1,1470,2025-10-15,2025-10-15,6,ma,10
random_forest,0.45,1,0.0,1,1,1470,2025-10-15,2025-10-15,6,ma,10
xgboost,0.8,1,1.0,1,1,1470,2025-10-14,2025-10-14,6,ma,10
random_forest,0.45,1,0.0,1,1,1470,2025-10-14,2025-10-14,6,ma,10
xgboost,0.85,1,1.0,1,1,1470,2025-10-13,2025-10-13,6,ma,10
random_forest,0.5,1,1.0,1,1,1470,2025-10-13,2025-10-13,6,ma,10
xgboost,1.0,1,1.0,1,1,1470,2025-10-10,2025-10-10,6,ma,10
random_forest,0.65,1,1.0,1,1,1470,2025-10-10,2025-10-10,6,ma,10
xgboost,0.15,1,1.0,1,0,1470,2025-10-09,2025-10-09,6,ma,10
random_forest,0.65,1,0.0,1,0,1470,2025-10-09,2025-10-09,6,ma,10
xgboost,0.9,1,0.0,1,0,1470,2025-10-08,2025-10-08,6,ma,10
random_forest,0.65,1,0.0,1,0,1470,2025-10-08,2025-10-08,6,ma,10
xgboost,1.0,1,1.0,1,1,1470,2025-10-07,2025-10-07,6,ma,10
random_forest,0.6,1,1.0,1,1,1470,2025-10-07,2025-10-07,6,ma,10
xgboost,0.8,1,1.0,1,1,1470,2025-10-06,2025-10-06,6,ma,10
random_forest,0.6,1,1.0,1,1,1470,2025-10-06,2025-10-06,6,ma,10
xgboost,0.95,1,1.0,1,1,1470,2025-10-03,2025-10-03,6,ma,10
random_forest,0.5,1,0.0,1,1,1470,2025-10-03,2025-10-03,6,ma,10
xgboost,0.05,1,1.0,1,0,1470,2025-10-02,2025-10-02,6,ma,10
random_forest,0.5,1,1.0,1,0,1470,2025-10-02,2025-10-02,6,ma,10
xgboost,0.6,1,0.0,1,0,1470,2025-10-01,2025-10-01,6,ma,10
random_forest,0.45,1,1.0,1,0,1470,2025-10-01,2025-10-01,6,ma,10
xgboost,0.9,1,0.0,1,0,1470,2025-09-30,2025-09-30,6,ma,10
random_forest,0.45,1,1.0,1,0,1470,2025-09-30,2025-09-30,6,ma,10
xgboost,0.55,1,1.0,1,1,1470,2025-09-29,2025-09-29,6,ma,10
random_forest,0.45,1,0.0,1,1,1470,2025-09-29,2025-09-29,6,ma,10
xgboost,0.35,1,1.0,1,0,1470,2025-09-26,2025-09-26,6,ma,10
random_forest,0.55,1,0.0,1,0,1470,2025-09-26,2025-09-26,6,ma,10
xgboost,0.75,1,1.0,1,1,1470,2025-09-25,2025-09-25,6,ma,10
random_forest,0.5,1,0.0,1,1,1470,2025-09-25,2025-09-25,6,ma,10
xgboost,0.2,1,0.0,1,1,1470,2025-09-24,2025-09-24,6,ma,10
random_forest,0.45,1,0.0,1,1,1470,2025-09-24,2025-09-24,6,ma,10
xgboost,0.3,1,0.0,1,1,1470,2025-09-23,2025-09-23,6,ma,10
random_forest,0.45,1,0.0,1,1,1470,2025-09-23,2025-09-23,6,ma,10
xgboost,0.0,1,0.0,1,1,1470,2025-09-22,2025-09-22,6,ma,10
random_forest,0.4,1,0.0,1,1,1470,2025-09-22,2025-09-22,6,ma,10
xgboost,0.0,1,0.0,1,1,1470,2025-09-19,2025-09-19,6,ma,10
random_forest,0.45,1,0.0,1,1,1470,2025-09-19,2025-09-19,6,ma,10
xgboost,0.0,1,0.0,1,1,1470,2025-09-18,2025-09-18,6,ma,10
random_forest,0.45,1,0.0,1,1,1470,2025-09-18,2025-09-18,6,ma,10
xgboost,0.0,1,0.0,1,1,1470,2025-09-17,2025-09-17,6,ma,10
random_forest,0.5,1,1.0,1,1,1470,2025-09-17,2025-09-17,6,ma,10
xgboost,0.35,1,0.0,1,1,1470,2025-09-16,2025-09-16,6,ma,10
